t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts
10000,842,9,1,148,2,12,5.5,6,5,1.807,11,3,98,63,1257,14,0,0,5,11,0,1554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,752,18,7,223,5,15,4.7,6,8,2.761,28,4,98,167,3140,39,0,0,27,76,0,3898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30000,668,17,6,309,10,19,4.241,6,15,3.504,62,4,91,292,5769,71,0,0,57,157,0,7168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,527,23,2,448,20,35,3.891,6,18,3.436,100,4,91,448,9408,125,0,0,87,212,0,11771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,499,23,1,477,11,35,4.087,6,15,3.304,137,6,96,592,13495,174,0,0,140,336,0,16625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,473,24,3,500,18,36,3.722,6,14,3.357,176,7,88,728,17856,221,0,0,189,441,0,21906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000,421,24,5,550,25,36,3.541,6,23,3.882,223,7,98,895,22798,291,0,0,251,543,0,28033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,425,22,4,549,21,35,3.482,6,20,3.857,266,7,93,1040,27548,337,0,0,322,660,0,33908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90000,407,21,3,569,26,39,3.169,6,17,3.407,316,7,98,1199,33610,401,0,0,388,779,0,40835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,380,21,0,599,31,43,3.095,6,20,3.669,369,7,94,1365,39450,439,0,0,455,884,0,47270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
